model,display_model,heatmap,figure,metric,row_label,column_label,value
gemma-4-E4B-it_t01,Gemma4,caption_similarity,Appendix Figure A1,mean image-conditioned cosine similarity,F/Low /Prog/Anal,M/Low /Prog/Prag,0.91583269834518433
gemma-4-E4B-it_t01,Gemma4,caption_similarity,Appendix Figure A1,mean image-conditioned cosine similarity,F/Low /Prog/Empa,M/Low /Prog/Prag,0.91123372316360474
gemma-4-E4B-it_t01,Gemma4,caption_similarity,Appendix Figure A1,mean image-conditioned cosine similarity,F/Low /Prog/Prag,M/Low /Prog/Prag,0.92639786005020142
gemma-4-E4B-it_t01,Gemma4,caption_similarity,Appendix Figure A1,mean image-conditioned cosine similarity,M/High/Cons/Anal,M/Low /Prog/Prag,0.88776034116744995
gemma-4-E4B-it_t01,Gemma4,caption_similarity,Appendix Figure A1,mean image-conditioned cosine similarity,M/High/Cons/Empa,M/Low /Prog/Prag,0.8992612361907959
gemma-4-E4B-it_t01,Gemma4,caption_similarity,Appendix Figure A1,mean image-conditioned cosine similarity,M/High/Cons/Prag,M/Low /Prog/Prag,0.90528953075408936
gemma-4-E4B-it_t01,Gemma4,caption_similarity,Appendix Figure A1,mean image-conditioned cosine similarity,M/High/Prog/Anal,M/Low /Prog/Prag,0.88225072622299194
gemma-4-E4B-it_t01,Gemma4,caption_similarity,Appendix Figure A1,mean image-conditioned cosine similarity,M/High/Prog/Empa,M/Low /Prog/Prag,0.89106637239456177
gemma-4-E4B-it_t01,Gemma4,caption_similarity,Appendix Figure A1,mean image-conditioned cosine similarity,M/High/Prog/Prag,M/Low /Prog/Prag,0.8932538628578186
gemma-4-E4B-it_t01,Gemma4,caption_similarity,Appendix Figure A1,mean image-conditioned cosine similarity,M/Low /Cons/Anal,M/Low /Prog/Prag,0.91051584482192993
gemma-4-E4B-it_t01,Gemma4,caption_similarity,Appendix Figure A1,mean image-conditioned cosine similarity,M/Low /Cons/Empa,M/Low /Prog/Prag,0.91985452175140381
gemma-4-E4B-it_t01,Gemma4,caption_similarity,Appendix Figure A1,mean image-conditioned cosine similarity,M/Low /Cons/Prag,M/Low /Prog/Prag,0.91718447208404541
gemma-4-E4B-it_t01,Gemma4,caption_similarity,Appendix Figure A1,mean image-conditioned cosine similarity,M/Low /Prog/Anal,M/Low /Prog/Prag,0.91615766286849976
gemma-4-E4B-it_t01,Gemma4,caption_similarity,Appendix Figure A1,mean image-conditioned cosine similarity,M/Low /Prog/Empa,M/Low /Prog/Prag,0.91966116428375244
gemma-4-E4B-it_t01,Gemma4,caption_similarity,Appendix Figure A1,mean image-conditioned cosine similarity,M/Low /Prog/Prag,M/Low /Prog/Prag,0.93750802993774418
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/High/Cons/Anal,F/High/Cons/Anal,0.82286185383796695
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/High/Cons/Empa,F/High/Cons/Anal,0.6227489709854126
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/High/Cons/Prag,F/High/Cons/Anal,0.63403266668319702
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/High/Prog/Anal,F/High/Cons/Anal,0.68142890930175781
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/High/Prog/Empa,F/High/Cons/Anal,0.60254263877868652
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/High/Prog/Prag,F/High/Cons/Anal,0.68106132745742798
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/Low /Cons/Anal,F/High/Cons/Anal,0.55899029970169067
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/Low /Cons/Empa,F/High/Cons/Anal,0.487376868724823
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/Low /Cons/Prag,F/High/Cons/Anal,0.4869275689125061
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/Low /Prog/Anal,F/High/Cons/Anal,0.63076597452163696
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/Low /Prog/Empa,F/High/Cons/Anal,0.51567697525024414
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/Low /Prog/Prag,F/High/Cons/Anal,0.51705259084701538
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/High/Cons/Anal,F/High/Cons/Anal,0.77263253927230835
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/High/Cons/Empa,F/High/Cons/Anal,0.63085603713989258
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/High/Cons/Prag,F/High/Cons/Anal,0.62979578971862793
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/High/Prog/Anal,F/High/Cons/Anal,0.69173532724380493
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/High/Prog/Empa,F/High/Cons/Anal,0.62650424242019653
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/High/Prog/Prag,F/High/Cons/Anal,0.7013556957244873
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/Low /Cons/Anal,F/High/Cons/Anal,0.554970383644104
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/Low /Cons/Empa,F/High/Cons/Anal,0.49177893996238708
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/Low /Cons/Prag,F/High/Cons/Anal,0.47973793745040894
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/Low /Prog/Anal,F/High/Cons/Anal,0.63844072818756104
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/Low /Prog/Empa,F/High/Cons/Anal,0.51826423406600952
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/Low /Prog/Prag,F/High/Cons/Anal,0.50553297996520996
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/High/Cons/Anal,F/High/Cons/Empa,0.6227489709854126
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/High/Cons/Empa,F/High/Cons/Empa,0.8321628177165985
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/High/Cons/Prag,F/High/Cons/Empa,0.61840009689331055
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/High/Prog/Anal,F/High/Cons/Empa,0.61548632383346558
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/High/Prog/Empa,F/High/Cons/Empa,0.66675066947937012
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/High/Prog/Prag,F/High/Cons/Empa,0.66182458400726318
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/Low /Cons/Anal,F/High/Cons/Empa,0.56084001064300537
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/Low /Cons/Empa,F/High/Cons/Empa,0.52169346809387207
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/Low /Cons/Prag,F/High/Cons/Empa,0.49114435911178589
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/Low /Prog/Anal,F/High/Cons/Empa,0.60383599996566772
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/Low /Prog/Empa,F/High/Cons/Empa,0.58220177888870239
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/Low /Prog/Prag,F/High/Cons/Empa,0.54274088144302368
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/High/Cons/Anal,F/High/Cons/Empa,0.59557759761810303
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/High/Cons/Empa,F/High/Cons/Empa,0.74556291103363037
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/High/Cons/Prag,F/High/Cons/Empa,0.59582811594009399
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/High/Prog/Anal,F/High/Cons/Empa,0.60717642307281494
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/High/Prog/Empa,F/High/Cons/Empa,0.68580949306488037
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/High/Prog/Prag,F/High/Cons/Empa,0.6461336612701416
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/Low /Cons/Anal,F/High/Cons/Empa,0.5534743070602417
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/Low /Cons/Empa,F/High/Cons/Empa,0.52287149429321289
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/Low /Cons/Prag,F/High/Cons/Empa,0.48369172215461731
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/Low /Prog/Anal,F/High/Cons/Empa,0.59199666976928711
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/Low /Prog/Empa,F/High/Cons/Empa,0.57140600681304932
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/Low /Prog/Prag,F/High/Cons/Empa,0.5308234691619873
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/High/Cons/Anal,F/High/Cons/Prag,0.63403266668319702
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/High/Cons/Empa,F/High/Cons/Prag,0.61840009689331055
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/High/Cons/Prag,F/High/Cons/Prag,0.83769230365753178
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/High/Prog/Anal,F/High/Cons/Prag,0.57337057590484619
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/High/Prog/Empa,F/High/Cons/Prag,0.54799145460128784
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/High/Prog/Prag,F/High/Cons/Prag,0.62145566940307617
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/Low /Cons/Anal,F/High/Cons/Prag,0.64331132173538208
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/Low /Cons/Empa,F/High/Cons/Prag,0.55079251527786255
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/Low /Cons/Prag,F/High/Cons/Prag,0.57105070352554321
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/Low /Prog/Anal,F/High/Cons/Prag,0.6024627685546875
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/Low /Prog/Empa,F/High/Cons/Prag,0.54922038316726685
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/Low /Prog/Prag,F/High/Cons/Prag,0.59178704023361206
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/High/Cons/Anal,F/High/Cons/Prag,0.62038886547088623
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/High/Cons/Empa,F/High/Cons/Prag,0.64266288280487061
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/High/Cons/Prag,F/High/Cons/Prag,0.78345406055450439
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/High/Prog/Anal,F/High/Cons/Prag,0.57227146625518799
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/High/Prog/Empa,F/High/Cons/Prag,0.56194859743118286
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/High/Prog/Prag,F/High/Cons/Prag,0.63410854339599609
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/Low /Cons/Anal,F/High/Cons/Prag,0.63766062259674072
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/Low /Cons/Empa,F/High/Cons/Prag,0.56989741325378418
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/Low /Cons/Prag,F/High/Cons/Prag,0.56338363885879517
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/Low /Prog/Anal,F/High/Cons/Prag,0.60405683517456055
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/Low /Prog/Empa,F/High/Cons/Prag,0.54924124479293823
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/Low /Prog/Prag,F/High/Cons/Prag,0.57832342386245728
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/High/Cons/Anal,F/High/Prog/Anal,0.68142890930175781
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/High/Cons/Empa,F/High/Prog/Anal,0.61548632383346558
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/High/Cons/Prag,F/High/Prog/Anal,0.57337057590484619
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/High/Prog/Anal,F/High/Prog/Anal,0.83931039214134218
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/High/Prog/Empa,F/High/Prog/Anal,0.67526841163635254
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/High/Prog/Prag,F/High/Prog/Anal,0.69677972793579102
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/Low /Cons/Anal,F/High/Prog/Anal,0.53880423307418823
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/Low /Cons/Empa,F/High/Prog/Anal,0.4775315523147583
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/Low /Cons/Prag,F/High/Prog/Anal,0.47028881311416626
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/Low /Prog/Anal,F/High/Prog/Anal,0.63863253593444824
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/Low /Prog/Empa,F/High/Prog/Anal,0.5428435206413269
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/Low /Prog/Prag,F/High/Prog/Anal,0.51056253910064697
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/High/Cons/Anal,F/High/Prog/Anal,0.65903961658477783
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/High/Cons/Empa,F/High/Prog/Anal,0.61911463737487793
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/High/Cons/Prag,F/High/Prog/Anal,0.5680193305015564
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/High/Prog/Anal,F/High/Prog/Anal,0.80762338638305664
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/High/Prog/Empa,F/High/Prog/Anal,0.70258951187133789
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/High/Prog/Prag,F/High/Prog/Anal,0.68527168035507202
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/Low /Cons/Anal,F/High/Prog/Anal,0.53190779685974121
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/Low /Cons/Empa,F/High/Prog/Anal,0.48486748337745667
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/Low /Cons/Prag,F/High/Prog/Anal,0.45474797487258911
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/Low /Prog/Anal,F/High/Prog/Anal,0.63551932573318481
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/Low /Prog/Empa,F/High/Prog/Anal,0.54101139307022095
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/Low /Prog/Prag,F/High/Prog/Anal,0.49736592173576355
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/High/Cons/Anal,F/High/Prog/Empa,0.60254263877868652
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/High/Cons/Empa,F/High/Prog/Empa,0.66675066947937012
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/High/Cons/Prag,F/High/Prog/Empa,0.54799145460128784
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/High/Prog/Anal,F/High/Prog/Empa,0.67526841163635254
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/High/Prog/Empa,F/High/Prog/Empa,0.85262344956398006
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/High/Prog/Prag,F/High/Prog/Empa,0.66087263822555542
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/Low /Cons/Anal,F/High/Prog/Empa,0.51950013637542725
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/Low /Cons/Empa,F/High/Prog/Empa,0.49813225865364075
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/Low /Cons/Prag,F/High/Prog/Empa,0.46659386157989502
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/Low /Prog/Anal,F/High/Prog/Empa,0.62842839956283569
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/Low /Prog/Empa,F/High/Prog/Empa,0.58554601669311523
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/Low /Prog/Prag,F/High/Prog/Empa,0.51844620704650879
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/High/Cons/Anal,F/High/Prog/Empa,0.58093607425689697
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/High/Cons/Empa,F/High/Prog/Empa,0.64368599653244019
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/High/Cons/Prag,F/High/Prog/Empa,0.54235893487930298
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/High/Prog/Anal,F/High/Prog/Empa,0.65534734725952148
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/High/Prog/Empa,F/High/Prog/Empa,0.80706644058227539
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/High/Prog/Prag,F/High/Prog/Empa,0.63540619611740112
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/Low /Cons/Anal,F/High/Prog/Empa,0.51465481519699097
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/Low /Cons/Empa,F/High/Prog/Empa,0.49923717975616455
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/Low /Cons/Prag,F/High/Prog/Empa,0.45421338081359863
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/Low /Prog/Anal,F/High/Prog/Empa,0.61384475231170654
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/Low /Prog/Empa,F/High/Prog/Empa,0.57719647884368896
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/Low /Prog/Prag,F/High/Prog/Empa,0.50025671720504761
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/High/Cons/Anal,F/High/Prog/Prag,0.68106132745742798
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/High/Cons/Empa,F/High/Prog/Prag,0.66182458400726318
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/High/Cons/Prag,F/High/Prog/Prag,0.62145566940307617
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/High/Prog/Anal,F/High/Prog/Prag,0.69677972793579102
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/High/Prog/Empa,F/High/Prog/Prag,0.66087263822555542
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/High/Prog/Prag,F/High/Prog/Prag,0.84300347208976745
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/Low /Cons/Anal,F/High/Prog/Prag,0.56785875558853149
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/Low /Cons/Empa,F/High/Prog/Prag,0.50587385892868042
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/Low /Cons/Prag,F/High/Prog/Prag,0.49500647187232971
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/Low /Prog/Anal,F/High/Prog/Prag,0.67361605167388916
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/Low /Prog/Empa,F/High/Prog/Prag,0.57222831249237061
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/Low /Prog/Prag,F/High/Prog/Prag,0.54951286315917969
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/High/Cons/Anal,F/High/Prog/Prag,0.65756726264953613
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/High/Cons/Empa,F/High/Prog/Prag,0.67783308029174805
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/High/Cons/Prag,F/High/Prog/Prag,0.61687654256820679
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/High/Prog/Anal,F/High/Prog/Prag,0.69135385751724243
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/High/Prog/Empa,F/High/Prog/Prag,0.67978262901306152
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/High/Prog/Prag,F/High/Prog/Prag,0.76649975776672363
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/Low /Cons/Anal,F/High/Prog/Prag,0.56025868654251099
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/Low /Cons/Empa,F/High/Prog/Prag,0.51151865720748901
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/Low /Cons/Prag,F/High/Prog/Prag,0.48632067441940308
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/Low /Prog/Anal,F/High/Prog/Prag,0.67059493064880371
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/Low /Prog/Empa,F/High/Prog/Prag,0.56606537103652954
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/Low /Prog/Prag,F/High/Prog/Prag,0.53979867696762085
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/High/Cons/Anal,F/Low /Cons/Anal,0.55899029970169067
gemma-4-E4B-it_t01,Gemma4,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/High/Cons/Empa,F/Low /Cons/Anal,0.56084001064300537
